Recipe Name;Review Count;Recipe Photo;Author;Prepare Time;Cook Time;Total Time;Ingredients;Directions;RecipeID
Peach Pie Recipe ;514;https://images.media-allrecipes.com/userphotos/560x315/697544.jpg;Marcia Kammann;1 h;45 m;1 h 45 m;peach,flour,white sugar,butter,pastry;Mix flour, sugar and butter into crumb stage.**Place one crust in the bottom of a 9 inch pie plate.  Line the shell with some sliced peaches.  Sprinkle some of the butter mixture on top of the peaches, then put more peaches on top of the the crumb mixture.  Continue layering until both the peaches and crumbs are gone.**Top with lattice strips of pie crust.**Bake at 350 degrees F (175 degrees C) for 45 minutes, or until crust is golden.  Allow pie to cool before slicing.  Best when eaten fresh.**;12347
Fudgy Chocolate Cream Pie Recipe ;269;https://images.media-allrecipes.com/userphotos/560x315/25750.jpg;Nancy Sabatino;20 m;25 m;4 h 45 m;bake,white sugar,flour,cornstarch,salt,milk,egg,chocolate,butter,vanilla;In medium saucepan, combine sugar, flour, cornstarch and salt and whisk to combine. In a medium bowl, whisk milk and egg yolks until smooth. Gradually stir into sugar mixture. Cook over medium heat, stirring constantly, until mixture thickens and comes to a full boil.  Boil and stir for one minute.**Remove from heat and stir in chocolate, butter, and vanilla. Stir until melted.**Pour into pie shell. Place plastic wrap over filling to prevent skin from forming and chill for several hours.  Top with meringue or whipped cream and chocolate curls if so desired.**;12353
Nutty Apple Crisp Recipe ;166;https://images.media-allrecipes.com/userphotos/250x250/279970.jpg;JJOHN32;X;X;X;apple,lemon juice,water,flour,oat,brown sugar,nutmeg,salt,butter,walnut;Preheat oven to 350 degrees F (175 degrees C).**Toss apples with lemon juice and water in a shallow 2 quart baking dish.**In a large bowl, combine flour, oats, sugar, nutmeg, and salt.  Mix to blend thoroughly.  Cut in the butter or margarine until mixture resembles coarse crumbs.  Mix in walnuts. Crumble over apples to cover completely.**Bake for 40 to 45 minutes until top is lightly browned.  Serve warm or at room temperature.**;12367
Apple Pie by Grandma Ople Recipe ;10k;https://images.media-allrecipes.com/userphotos/560x315/736203.jpg;MOSHASMAMA;30 m;1 h;1 h 30 m;pastry,butter,flour,water,white sugar,brown sugar,apple;Preheat oven to 425 degrees F (220 degrees C). Melt the butter in a saucepan. Stir in flour to form a paste. Add water, white sugar and brown sugar, and bring to a boil. Reduce temperature and let simmer.**Place the bottom crust in your pan. Fill with apples, mounded slightly. Cover with a lattice work crust.  Gently pour the sugar and butter liquid over the crust.  Pour slowly so that it does not run off.**Bake 15 minutes in the preheated oven. Reduce the temperature to 350 degrees F (175 degrees C). Continue baking for 35 to 45 minutes, until apples are soft.**;12377
Strawberry Cobbler I Recipe ;185;https://images.media-allrecipes.com/userphotos/560x315/639009.jpg;JJOHN32;15 m;35 m;50 m;white sugar,cornstarch,water,strawberry,butter,flour,white sugar,baking powder,salt,butter,whipping cream;Preheat oven to 400 degrees F (205 degrees C).  Butter a 2-quart baking dish.**Combine sugar, cornstarch, and water. Cook over medium heat, stirring constantly, until thick and hot. Stir in strawberries, and remove from heat.  Pour mixture into the baking dish, and dot with 2 tablespoons butter.**Sift together the flour, sugar, baking powder, and salt. Cut in 3 tablespoons butter. Stir in cream. Mixture should be fairly soft. Spoon on top of berries.**Bake for 25 minutes in the preheated oven, or until biscuit is golden brown and filling is bubbly.**;12379
Crustless Cranberry Pie Recipe ;1k;https://images.media-allrecipes.com/userphotos/560x315/4580852.jpg;Jean;15 m;40 m;55 m;flour,white sugar,salt,cranberry,walnut,butter,egg,almond;Preheat oven to 350 degrees F (175 degrees C). Grease one 9 inch pie pan.**Combine the flour, sugar, and salt. Stir in the cranberries and the walnuts, and toss to coat. Stir in the butter, beaten eggs, and almond extract. If you are using frozen cranberries, the mixture will be very thick. Spread the batter into the prepared pan.**Bake at 350 degrees F (175 degrees C) for 40 minutes, or until a wooden pick inserted near the center comes out clean. Serve warm with whipped cream or ice cream.**;12398
Apple Crisp II Recipe ;5k;https://images.media-allrecipes.com/userphotos/560x315/277929.jpg;Diane Kester;30 m;45 m;1 h 20 m;apple,white sugar,flour,cinnamon,water,oat,flour,brown sugar,baking powder,baking soda,butter;Preheat oven to 350 degrees F (175 degree C).**Place the sliced apples in a 9x13 inch pan. Mix the white sugar, 1 tablespoon flour and ground cinnamon together, and sprinkle over apples. Pour water evenly over all.**Combine the oats, 1 cup flour, brown sugar, baking powder, baking soda and melted butter together. Crumble evenly over the apple mixture.**Bake at 350 degrees F (175 degrees C) for about 45 minutes.**;12409
Pie Crust III Recipe ;177;https://images.media-allrecipes.com/userphotos/560x315/616314.jpg;GAF55;10 m;X;10 m;flour,canola oil,water;Mix together flour, oil, and ice water.**Divide dough in half.  Roll each piece between two pieces of plastic wrap.**;12418
French Silk Chocolate Pie I Recipe ;460;https://images.media-allrecipes.com/userphotos/560x315/5825191.jpg;Ruth;20 m;X;2 h 20 m;butter,white sugar,chocolate,vanilla,egg,pastry;Cream butter in a mixing bowl. Gradually beat in the sugar with an electric mixer until light colored and well blended. Stir in the thoroughly cooled chocolate, and vanilla extract. Add the eggs, one at a time, beating 5 minutes on medium speed after each addition. Spoon the chocolate filling into a cooled, baked pie shell.**Refrigerate at least 2 hours before serving.**;12448
Oil Pie Crust Recipe ;201;https://images.media-allrecipes.com/userphotos/250x250/144912.jpg;Donna;X;X;X;flour,salt,vegetable oil,milk;Mix flour and salt together.  Pour milk and oil into one measuring cup, do not stir, and add all at once to flour. Stir until mixed, and shape into 2 flat balls.  Wrap in plastic wrap.  Refrigerate for 15 minutes or more.**Roll out on lightly floured surface.**;12466
Quick Crescent Taco Pie Recipe ;132;https://images.media-allrecipes.com/userphotos/560x315/5174599.jpg;Christine L.;X;X;X;taco,ground beef,water,olive,crescent roll,tortillas,sour cream,cheddar;In a large fry pan, brown the ground chuck.  Drain off the oil.  Stir in seasoning mix, water, and olives.  Simmer for 5 minutes.**Separate crescent dough into 8 triangles.  Place triangles in an ungreased 10-inch pie pan, pressing to form a crust.  Sprinkle 1 cup corn chips over the bottom of crust.  Spoon meat mixture over crust and corn chips.  Spread sour cream over meat mixture, and cover with cheese.  Sprinkle remaining corn chips over the top.**Bake at 375 degrees F (190 degrees C) for 20 to 25 minutes, or until crust is golden brown.**;12475
Old Fashioned Coconut Cream Pie Recipe ;1k;https://images.media-allrecipes.com/userphotos/560x315/4899464.jpg;Carol H.;20 m;30 m;4 h 50 m;coconut,3 cups half-and-half,egg,white sugar,flour,salt,vanilla,bake,topping thawed;Preheat oven to 350 degrees F (175 degrees C).**Spread the coconut on a baking sheet and bake it, stirring occasionally, until golden brown, about 5 minutes.**In a medium saucepan, combine the half-and-half, eggs, sugar, flour and salt and mix well. Bring to a boil over low heat, stirring constantly. Cook, stirring constantly, for 2 minutes more. Remove the pan from the heat, and stir in 3/4 cup of the toasted coconut and the vanilla extract. Reserve the remaining coconut to top the pie.**Pour the filling into the pie shell and chill until firm, about 4 hours.**Top with whipped topping and with the reserved coconut.**;12481
Double Layer Pumpkin Pie Recipe ;257;https://images.media-allrecipes.com/userphotos/560x315/1825528.jpg;Joyce;20 m;X;4 h 20 m;cream cheese,milk,white sugar,topping thawed,ham,milk,vanilla,pumpkin,cinnamon,ginger,clove;In a large bowl, whisk together cream cheese, 1 tablespoon of milk, and sugar until smooth. Gently stir in whipped topping. Spread into bottom of crust.**Pour 1 cup of milk into large bowl, and thoroughly mix in pudding mix, pumpkin, cinnamon, ginger, and cloves. When thickened, spread over cream cheese layer.**Refrigerate 4 hours, or until set.**;12482
Pie Crust IV Recipe ;705;https://images.media-allrecipes.com/userphotos/560x315/2060408.jpg;Jan Bittner;10 m;X;10 m;shortening,flour,salt,water;Mix shortening, flour, and salt together with a fork or a pastry blender until very crumbly.  Add as much water as needed to hold together, and mix lightly with a fork.**Roll gently on a floured pastry cloth to about an inch larger than pie plate. Fold carefully in half, lift to pie plate, and unfold.  Press into pan.  For a single-crust pie, trim with a small knife to about 1/2 inch beyond rim.  Fold up, and pinch so edge of pie is raised from rim.**;12492
'Brown Family''s Favorite Pumpkin Pie Recipe ';842;https://images.media-allrecipes.com/userphotos/560x315/1071313.jpg;Cindy B.;30 m;1 h;1 h 30 m;pumpkin,milk,egg,cinnamon,ginger,nutmeg,salt,egg,bake,flour,brown sugar,cinnamon,butter,walnut;Preheat the oven to 425 degrees F (220 degrees C).**In a large bowl, mix together the pumpkin, sweetened condensed milk, and egg yolks. Stir in 1 teaspoon cinnamon, ginger, nutmeg, and salt. In a large glass or metal bowl, whip egg whites until soft peaks form. Gently fold into pumpkin mixture. Pour filling into pie shell.**Bake for 15 minutes in the preheated oven. While the pie is baking, prepare the streusel topping: In a small bowl, combine the flour, brown sugar, and 1 teaspoon cinnamon. Blend in the cold butter with a fork or pastry blender until the mixture is crumbly. Mix in the chopped nuts. Sprinkle the topping over the pie.**Reduce the heat to 350 degrees F (175 degrees C). Bake an additional 40 minutes, or until set.**;12504
Fruit Cobbler Recipe ;200;https://images.media-allrecipes.com/userphotos/560x315/5695912.jpg;Lenna;X;X;X;butter,flour,white sugar,baking powder,salt,milk,vanilla,peach;Melt butter or margarine in a 9 x 13 inch pan. Set aside to cool.**Stir together flour, sugar, salt, and baking powder.  Mix in milk and vanilla.  Pour batter over melted butter. DO NOT MIX OR STIR.  Spoon fruit with juice over the batter. DO NOT MIX OR STIR.**Bake at 350 degrees F (175 degrees C) for 55 minutes.**;12521
Cream Cheese Tart Shells Recipe ;130;https://images.media-allrecipes.com/userphotos/560x315/5561537.jpg;Glenda;40 m;20 m;2 h;cream cheese,butter,flour;Blend cream cheese and butter or margarine. Stir in flour just until blended. Chill about 1 hour. This can be made ahead and chilled for up to 24 hours.**Preheat oven to 325 degrees F (165 degrees C).**Shape dough into 24 one-inch balls and press into ungreased 1 1/2 inch muffin cups (mini-muffin size) to make a shallow shell. Fill with your favorite filling and bake for 20 minutes, or until the crust is light brown.**;12527
'Grandma''s Secret Pie Crust Recipe ';261;https://images.media-allrecipes.com/userphotos/560x315/172575.jpg;Felicia Bass;X;X;X;flour,salt,shortening,egg,vinegar,water;In large bowl mix flour and salt.  Cut in shortening with two butter knifes.**In separate bowl, mix together egg, vinegar, and water.  Drizzle wet mixture into dry mixture, cutting it in.**Roll out dough, and fit into two 9 inch pie pans.**Bake at 425 degrees F (220 degrees C) for 12 minutes.**;12558
Chocolate Pecan Pie III Recipe ;196;https://images.media-allrecipes.com/userphotos/560x315/1846184.jpg;Ruth;30 m;1 h;1 h 30 m;margarine,corn syrup,white sugar,cocoa powder,vanilla,salt,egg,pecan,pastry;Preheat oven to 325 degrees F (165 degrees C).**In a heavy saucepan combine melted margarine, corn syrup, white sugar and cocoa. Cook over low heat, stirring constantly, until sugar dissolves. Add vanilla, salt and eggs, stirring well. Stir in 1/2 cup pecans. Mix well.**Pour filling into unbaked pastry shell and top with remaining 1/2 cup pecans. Bake at 325 degrees F(165 degrees C) for 55 minutes. Let cool and serve.**;12577
Chocolate Chess Pie II Recipe ;214;https://images.media-allrecipes.com/userphotos/560x315/4562233.jpg;Susan Bern;15 m;40 m;55 m;white sugar,cocoa powder,egg,milk,butter,vanilla,bake;Preheat oven to 350 degrees F (175 degrees C).**Mix sugar and cocoa together. Beat the eggs then add to the cocoa mixture. Beat in the milk, butter and vanilla.**Pour mixture into 9 inch unbaked pie shell and bake at 350 degrees F (175 degrees C) for 45 minutes or until set. Let cool before slicing.**;12581
Fresh Tomato Pie Recipe ;165;https://images.media-allrecipes.com/userphotos/250x250/49049.jpg;Britt Terry;X;X;X;pie,tomato,onion,mayonnaise,mozzarella,parmesan,black pepper,basil,oregano;Preheat oven to 350 degrees F (175 degrees C).**Bake the pastry shell for 8 to 10 minutes or until browned.**Slice onion and place in the bottom of pastry shell. Slice tomatoes and arrange over onions. Add black pepper to taste.**In a medium bowl, combine mozzarella, parmesan and mayonnaise. Spread this mixture evenly  over tomatoes.**Bake at 350 degrees F (175 degrees C) for 20-25 minutes or until golden brown. Once cooked, garnish with fresh herbs.**;12599
Never Fail Pie Crust II Recipe ;224;https://images.media-allrecipes.com/userphotos/560x315/5221429.jpg;Mary Roahrig;X;X;X;flour,shortening,white sugar,salt,water,egg,vinegar;In a large bowl, mix flour, shortening, sugar and salt.**Add ice water, vinegar and egg. Beat to combine.**;12610
Rhubarb and Strawberry Pie Recipe ;664;https://images.media-allrecipes.com/userphotos/560x315/5433099.jpg;Terri;X;X;X;white sugar,flour,rhubarb,strawberry,pastry,butter,egg,white sugar;Preheat oven to 400 degrees F (200 degrees C).**In a large bowl, mix flour and sugar. Add strawberries and chopped rhubarb. Toss with sugar and flour and let stand for 30 minutes.**Pour filling into pie crust. Dot top with butter, and cover with top crust. Seal edges of top and bottom crust with water.**Apply yolk to top of pie, using a pastry brush. Sprinkle with sugar. Cut small holes in top to let steam escape.**Bake at 400 degrees F (200 degrees C), for 35 to 40 minutes, or until bubbly and brown. Cool on rack.**;12612
Fruit Pizza II Recipe ;333;https://images.media-allrecipes.com/userphotos/560x315/627670.jpg;Kay Craft;30 m;X;30 m;cookie,cream cheese,topping thawed,strawberry,white sugar,salt,cornstarch,orange juice,lemon juice,water,orange;'Preheat oven to 350 degrees F (175 degrees C). Slice cookie dough and arrange on greased pizza pan, overlapping edges. Press dough flat into pan. Bake for 10 to 12 minutes. Allow to cool.**In a large bowl, soften cream cheese, then fold in the whipped topping. Spread over cooled crust. You can chill for a while at this point, or continue by arranging the fruit.**Begin with strawberries, sliced in half. Arrange in a circle around the outside edge. Continue with fruit of your choice, working towards the middle. If bananas are used, dip them in lemon juice so they don''t darken. Then make a sauce to spoon over fruit.**In a saucepan, combine sugar, salt, corn starch, orange juice, lemon juice and water. Cook and stir over medium heat. Bring to a boil, and cook for 1 or 2 minutes, until thickened.  Remove from heat, and add grated orange rind. Allow to cool, but not set up. Spoon over fruit. Chill for two hours, then cut into wedges and serve.**';12618
